name,iso_a3,currency_code,local_price,dollar_ex,GDP_dollar,GDP_local,date,us_local_price,big_mac_ex,over_under_value
Russia,RUS,RUB,46.0,28.67,4403.96,126869.49,2006-01-01,2.67,17.228464419475657,-0.39907692991016197
Singapore,SGP,SGD,3.6,1.6353,27608.08,46663.95,2006-01-01,2.67,1.348314606741573,-0.17549403366870114
Sweden,SWE,SEK,33.0,7.7119,42736.88,314068.46,2006-01-01,2.67,12.359550561797754,0.6026595990349659
Thailand,THA,THB,60.0,39.755,2660.13,106996.69,2006-01-01,2.67,22.471910112359552,-0.4347400298739894
Turkey,TUR,TRY,4.1,1.3365,6015.67,8570.08,2006-01-01,2.67,1.5355805243445693,0.1489566212828801
Taiwan,TWN,TWD,75.0,31.9495,15290.31,511092.54,2006-01-01,2.67,28.08988764044944,-0.12080352930564046
United States,USA,USD,2.67,1.0,41641.62,41641.62,2006-01-01,2.67,1.0,0.0
Venezuela,VEN,VEF,5900.0,2615.92,4312.0,,2006-01-01,2.67,2209.7378277153557,-0.15527316289666518
South Africa,ZAF,ZAR,13.95,6.0803,5415.09,34927.77,2006-01-01,2.67,5.224719101123595,-0.14071359947311893
UAE,ARE,AED,9.0,3.6726,39301.14,144333.42,2006-05-01,2.78,3.2374100719424463,-0.11849641345574081
Argentina,ARG,ARS,7.0,3.0565,4314.1,12690.7,2006-05-01,2.78,2.5179856115107917,-0.17618661491549434
Australia,AUS,AUD,3.25,1.33253,32852.83,44601.91,2006-05-01,2.78,1.169064748201439,-0.12267284924058827
Brazil,BRA,BRL,6.4,2.3045,3750.13,10969.57,2006-05-01,2.78,2.3021582733812953,-0.0010161538809740451
Canada,CAN,CAD,3.52,1.12045,32176.59,41870.81,2006-05-01,2.78,1.2661870503597124,0.13007010608212094
Switzerland,CHE,CHF,6.3,1.20885,54772.69,68109.61,2006-05-01,2.78,2.2661870503597124,0.8746635648423811
Chile,CHL,CLP,1560.0,529.95,6183.91,3769271.11,2006-05-01,2.78,561.1510791366907,0.05887551492912656
China,CHN,CNY,10.5,8.026,1499.71,12413.12,2006-05-01,2.78,3.776978417266187,-0.5294071246864954
Colombia,COL,COP,6500.0,2503.6,2827.17,7430853.21,2006-05-01,2.78,2338.129496402878,-0.06609302747927862
Costa Rica,CRI,CRC,1130.0,509.535,4483.59,1963026.31,2006-05-01,2.78,406.4748201438849,-0.20226320047909388
Czech Republic,CZE,CZK,59.05,22.1078,11751.9,302020.81,2006-05-01,2.78,21.241007194244606,-0.039207555964654785
Denmark,DNK,DKK,27.75,5.81825,46571.28,279011.2,2006-05-01,2.78,9.98201438848921,0.7156386178815297
Egypt,EGY,EGP,9.5,5.77075,1195.6,7363.37,2006-05-01,2.78,3.41726618705036,-0.40782979906418404
Euro area,EUZ,EUR,2.939573529,0.780365992,32391.7375038093,26052.2509028899,2006-05-01,2.78,1.05740055,0.35500593418991544
Britain,GBR,GBP,1.94,0.531801744,40434.58,22075.4,2006-05-01,2.78,0.697841726618705,0.31222158349805074
Hong Kong,HKG,HKD,12.0,7.7533,24873.9,193734.5,2006-05-01,2.78,4.316546762589929,-0.4432632862665022
Hungary,HUN,HUF,560.0,206.3444,10291.67,2086592.67,2006-05-01,2.78,201.43884892086334,-0.02377360897187746
Indonesia,IDN,IDR,14600.0,9325.0,1280.7,11439233.97,2006-05-01,2.78,5251.798561151079,-0.43680444384438827
Japan,JPN,JPY,250.0,112.105,38307.1,4144543.92,2006-05-01,2.78,89.92805755395685,-0.19782295567586777
South Korea,KOR,KRW,2500.0,952.4,16482.75,18893338.35,2006-05-01,2.78,899.2805755395684,-0.055774280197849184
Sri Lanka,LKA,LKR,190.0,102.955,1259.77,127582.91,2006-05-01,2.78,68.34532374100719,-0.33616314175118067
Mexico,MEX,MXN,29.0,11.3031,7858.83,88694.48,2006-05-01,2.78,10.431654676258994,-0.07709790444577212
Malaysia,MYS,MYR,5.5,3.6295,5244.87,19930.52,2006-05-01,2.78,1.9784172661870505,-0.4549063876051659
Norway,NOR,NOK,43.0,6.1023,57676.82,388789.84,2006-05-01,2.78,15.467625899280577,1.5347206625830552
New Zealand,NZL,NZD,4.45,1.62101,24849.12,37422.9,2006-05-01,2.78,1.600719424460432,-0.012517242669427175
Pakistan,PAK,PKR,130.0,60.055,854.153,49177.4,2006-05-01,2.78,46.76258992805756,-0.221337275363291
Peru,PER,PEN,9.5,3.261,2408.09,8218.92,2006-05-01,2.78,3.41726618705036,0.04791971390688735
Philippines,PHL,PHP,85.0,52.625,1137.07,63721.17,2006-05-01,2.78,30.575539568345327,-0.4189921222167159
Poland,POL,PLN,6.5,3.09915,6684.68,24432.49,2006-05-01,2.78,2.338129496402878,-0.24555781540006844
Russia,RUS,RUB,48.0,27.06375,4403.96,126869.49,2006-05-01,2.78,17.266187050359715,-0.3620179372644325
Saudi Arabia,SAU,SAR,9.0,3.749,12891.37,48342.65,2006-05-01,2.78,3.2374100719424463,-0.13646037024741364
Singapore,SGP,SGD,3.6,1.5873,27608.08,46663.95,2006-05-01,2.78,1.2949640287769786,-0.1841718460423495
Sweden,SWE,SEK,33.0,7.28455,42736.88,314068.46,2006-05-01,2.78,11.870503597122303,0.6295452151639157
Thailand,THA,THB,60.0,38.445,2660.13,106996.69,2006-05-01,2.78,21.58273381294964,-0.4386075220978114
Turkey,TUR,TRY,4.2,1.5415,6015.67,8570.08,2006-05-01,2.78,1.510791366906475,-0.019921267008449636
Taiwan,TWN,TWD,75.0,32.141,15290.31,511092.54,2006-05-01,2.78,26.97841726618705,-0.16062296548996444
Ukraine,UKR,UAH,8.5,5.05,1374.66,7311.73,2006-05-01,2.78,3.0575539568345325,-0.39454377092385495
Uruguay,URY,UYU,42.28,23.925,4476.94,128265.53,2006-05-01,2.78,15.208633093525181,-0.36432045586101647
United States,USA,USD,2.78,1.0,41641.62,41641.62,2006-05-01,2.78,1.0,0.0
Venezuela,VEN,VEF,5701.25,2519.58,4312.0,,2006-05-01,2.78,2050.8093525179856,-0.18605110672493602
South Africa,ZAF,ZAR,13.95,6.597,5415.09,34927.77,2006-05-01,2.78,5.017985611510792,-0.23935340131714547
UAE,ARE,AED,10.0,3.6726,43983.85,161530.68,2007-01-01,2.89,3.460207612456747,-0.057831614535547825
Argentina,ARG,ARS,8.25,3.08875,5163.55,15094.73,2007-01-01,2.89,2.8546712802768166,-0.07578428805283156
Australia,AUS,AUD,3.45,1.266865,36232.39,47434.36,2007-01-01,2.89,1.193771626297578,-0.05769626100841208
Brazil,BRA,BRL,6.4,2.1335,4938.54,12022.33,2007-01-01,2.89,2.2145328719723185,0.03798119145644169
Canada,CAN,CAD,3.63,1.17485,36439.62,44143.14,2007-01-01,2.89,1.2560553633217992,0.06911977130850687
Switzerland,CHE,CHF,6.3,1.2485,56378.93,70201.73,2007-01-01,2.89,2.1799307958477505,0.7460398845396481
Chile,CHL,CLP,1670.0,540.15,7558.01,4230728.0,2007-01-01,2.89,577.8546712802768,0.06980407531292564
China,CHN,CNY,11.0,7.7743,1751.37,14351.74,2007-01-01,2.89,3.806228373702422,-0.5104088633442982
Colombia,COL,COP,6900.0,2239.325,3493.98,8109977.67,2007-01-01,2.89,2387.5432525951555,0.06618880805383574
Costa Rica,CRI,CRC,1130.0,509.535,4756.34,2271994.96,2007-01-01,2.89,391.0034602076124,-0.23262688488992433
Czech Republic,CZE,CZK,52.1,21.50115,13446.94,322153.91,2007-01-01,2.89,18.027681660899653,-0.16154802599397458
Denmark,DNK,DKK,27.75,5.75305,48872.1,293081.56,2007-01-01,2.89,9.602076124567473,0.6690409651519582
Egypt,EGY,EGP,9.09,5.7,1331.36,8008.77,2007-01-01,2.89,3.1453287197231834,-0.4481879439082135
Euro area,EUZ,EUR,2.94,0.771813376,33343.0136456638,26786.3607803966,2007-01-01,2.89,1.0173010380622838,0.31806608915557816
Britain,GBR,GBP,1.94,0.506034461,42170.81,23167.91,2007-01-01,2.89,0.671280276816609,0.3265505188916549
Hong Kong,HKG,HKD,12.0,7.79845,26551.77,206517.45,2007-01-01,2.89,4.1522491349480966,-0.46755456084887426
Hungary,HUN,HUF,590.0,194.4237,11211.25,2237568.43,2007-01-01,2.89,204.15224913494808,0.05003787673492523
Indonesia,IDN,IDR,15900.0,9090.0,1403.88,13628832.87,2007-01-01,2.89,5501.730103806228,-0.3947491634976647
Japan,JPN,JPY,280.0,121.585,37819.11,4168354.31,2007-01-01,2.89,96.88581314878893,-0.2031433717252216
South Korea,KOR,KRW,2900.0,940.15,19398.49,19870426.96,2007-01-01,2.89,1003.4602076124567,0.06734053886343315
Sri Lanka,LKA,LKR,190.0,102.955,1477.6,148459.87,2007-01-01,2.89,65.7439446366782,-0.36143028860494203
Mexico,MEX,MXN,29.0,10.8894,8683.42,94631.01,2007-01-01,2.89,10.034602076124568,-0.078498165544055
Malaysia,MYS,MYR,5.5,3.502,5678.33,21504.44,2007-01-01,2.89,1.903114186851211,-0.4565636245427724
Norway,NOR,NOK,41.5,6.1023,66924.05,431158.17,2007-01-01,2.89,14.359861591695502,1.3531884030112422
New Zealand,NZL,NZD,4.6,1.42796,27384.83,38879.11,2007-01-01,2.89,1.5916955017301035,0.11466392737198777
Pakistan,PAK,PKR,140.0,60.055,920.498,54638.56,2007-01-01,2.89,48.44290657439446,-0.19335764591800078
Peru,PER,PEN,9.5,3.1895,2669.21,8797.06,2007-01-01,2.89,3.2871972318339098,0.03063089256432356
Philippines,PHL,PHP,85.0,49.05,1261.24,69476.11,2007-01-01,2.89,29.41176470588235,-0.4003717695029082
Poland,POL,PLN,6.9,2.97175,8023.92,25947.89,2007-01-01,2.89,2.387543252595156,-0.1965867745957245
Russia,RUS,RUB,49.0,26.5335,5708.84,161647.48,2007-01-01,2.89,16.955017301038062,-0.3609958241077106
Saudi Arabia,SAU,SAR,9.0,3.749,15943.46,59787.96,2007-01-01,2.89,3.1141868512110724,-0.16932866065322158
Singapore,SGP,SGD,3.6,1.53795,29961.31,49867.53,2007-01-01,2.89,1.245674740484429,-0.19004210768592664
Sweden,SWE,SEK,32.0,7.04125,43349.85,323957.27,2007-01-01,2.89,11.07266435986159,0.5725424263961074
Thailand,THA,THB,62.0,35.3,2894.06,116399.49,2007-01-01,2.89,21.453287197231834,-0.3922581530529225
Turkey,TUR,TRY,4.55,1.40975,7350.89,9879.04,2007-01-01,2.89,1.57439446366782,0.11678983058543708
Taiwan,TWN,TWD,75.0,32.9255,16427.46,528611.0,2007-01-01,2.89,25.951557093425606,-0.21180977985374233
Ukraine,UKR,UAH,9.0,5.05,1839.52,9422.51,2007-01-01,2.89,3.1141868512110724,-0.38332933639384703
Uruguay,URY,UYU,55.0,23.925,5663.5,138315.87,2007-01-01,2.89,19.03114186851211,-0.2045499741478743
United States,USA,USD,2.89,1.0,44034.26,44034.26,2007-01-01,2.89,1.0,0.0
Venezuela,VEN,VEF,6800.0,4125.278,5421.66,,2007-01-01,2.89,2352.9411764705883,-0.4296284574104853
South Africa,ZAF,ZAR,15.5,7.10975,6033.21,38382.78,2007-01-01,2.89,5.3633217993079585,-0.2456384824631023
UAE,ARE,AED,10.0,3.67285,43983.85,161530.68,2007-06-01,3.0,3.3333333333333335,-0.09243956781972214
Argentina,ARG,ARS,8.25,3.0915,5163.55,15094.73,2007-06-01,3.0,2.75,-0.11046417596635935
Australia,AUS,AUD,3.45,1.17,36232.39,47434.36,2007-06-01,3.0,1.1500000000000001,-0.01709401709401692
Brazil,BRA,BRL,6.9,1.913,4938.54,12022.33,2007-06-01,3.0,2.3000000000000003,0.20230005227391543
Canada,CAN,CAD,3.88,1.05345,36439.62,44143.14,2007-06-01,3.0,1.2933333333333332,0.22771212049298328
Switzerland,CHE,CHF,6.3,1.2112,56378.93,70201.73,2007-06-01,3.0,2.1,0.7338177014531043
Chile,CHL,CLP,1565.0,526.75,7558.01,4230728.0,2007-06-01,3.0,521.6666666666666,-0.009650371776617695
China,CHN,CNY,11.0,7.6047,1751.37,14351.74,2007-06-01,3.0,3.6666666666666665,-0.5178420362845785
Colombia,COL,COP,6900.0,1956.0,3493.98,8109977.67,2007-06-01,3.0,2300.0,0.17586912065439672
Costa Rica,CRI,CRC,1130.0,518.625,4756.34,2271994.96,2007-06-01,3.0,376.6666666666667,-0.2737205752390134
Czech Republic,CZE,CZK,52.9,21.11675,13446.94,322153.91,2007-06-01,3.0,17.633333333333333,-0.16495988571473674
Denmark,DNK,DKK,27.75,5.4603,48872.1,293081.56,2007-06-01,3.0,9.25,0.6940461146823435
Egypt,EGY,EGP,9.54,5.69025,1331.36,8008.77,2007-06-01,3.0,3.1799999999999997,-0.4411493343877686
Euro area,EUZ,EUR,3.057482443,0.733756466,33343.0136456638,26786.3607803966,2007-06-01,3.0,1.0191608143333333,0.38896331624740094
Britain,GBR,GBP,1.99,0.496610632,42170.81,23167.91,2007-06-01,3.0,0.6633333333333333,0.3357211678330184
Hong Kong,HKG,HKD,12.0,7.81555,26551.77,206517.45,2007-06-01,3.0,4.0,-0.48819980679542707
Hungary,HUN,HUF,600.0,180.2106,11211.25,2237568.43,2007-06-01,3.0,200.0,0.10981263033362078
Indonesia,IDN,IDR,15900.0,9015.0,1403.88,13628832.87,2007-06-01,3.0,5300.0,-0.4120909595119246
Japan,JPN,JPY,280.0,122.315,37819.11,4168354.31,2007-06-01,3.0,93.33333333333333,-0.23694286609709905
South Korea,KOR,KRW,2900.0,922.5,19398.49,19870426.96,2007-06-01,3.0,966.6666666666666,0.04787714543812101
Sri Lanka,LKA,LKR,210.0,111.4,1477.6,148459.87,2007-06-01,3.0,70.0,-0.3716337522441652
Mexico,MEX,MXN,29.0,10.76755,8683.42,94631.01,2007-06-01,3.0,9.666666666666666,-0.10224083782599885
Malaysia,MYS,MYR,5.5,3.4345,5678.33,21504.44,2007-06-01,3.0,1.8333333333333333,-0.4662008055515116
Norway,NOR,NOK,40.0,5.8139,66924.05,431158.17,2007-06-01,3.0,13.333333333333334,1.2933544321941095
New Zealand,NZL,NZD,4.6,1.2797,27384.83,38879.11,2007-06-01,3.0,1.5333333333333332,0.19819749420437066
Pakistan,PAK,PKR,140.0,60.37,920.498,54638.56,2007-06-01,3.0,46.666666666666664,-0.2269891226326542
Peru,PER,PEN,9.5,3.167,2669.21,8797.06,2007-06-01,3.0,3.1666666666666665,-0.0001052520787285433
Philippines,PHL,PHP,85.0,45.8975,1261.24,69476.11,2007-06-01,3.0,28.333333333333332,-0.3826824264211922
Poland,POL,PLN,6.9,2.75185,8023.92,25947.89,2007-06-01,3.0,2.3000000000000003,-0.16419863001253696
Russia,RUS,RUB,52.0,25.64825,5708.84,161647.48,2007-06-01,3.0,17.333333333333332,-0.3241904093521651
Saudi Arabia,SAU,SAR,9.0,3.75045,15943.46,59787.96,2007-06-01,3.0,3.0,-0.2000959884813822
Singapore,SGP,SGD,3.95,1.52375,29961.31,49867.53,2007-06-01,3.0,1.3166666666666667,-0.13590374624008747
Sweden,SWE,SEK,33.0,6.79165,43349.85,323957.27,2007-06-01,3.0,11.0,0.6196358764070587
Thailand,THA,THB,62.0,34.455,2894.06,116399.49,2007-06-01,3.0,20.666666666666668,-0.40018381463744973
Turkey,TUR,TRY,4.75,1.2981,7350.89,9879.04,2007-06-01,3.0,1.5833333333333333,0.21973140230593421
Taiwan,TWN,TWD,75.0,32.7705,16427.46,528611.0,2007-06-01,3.0,25.0,-0.23711875009536013
Ukraine,UKR,UAH,9.25,5.0275,1839.52,9422.51,2007-06-01,3.0,3.0833333333333335,-0.38670644787004804
Uruguay,URY,UYU,62.0,23.945,5663.5,138315.87,2007-06-01,3.0,20.666666666666668,-0.13691097654346762
United States,USA,USD,3.0,1.0,44034.26,44034.26,2007-06-01,3.0,1.0,0.0
Venezuela,VEN,VEF,7400.0,2147.3,5421.66,,2007-06-01,3.0,2466.6666666666665,0.1487294121299615
South Africa,ZAF,ZAR,15.5,6.971,6033.21,38382.78,2007-06-01,3.0,5.166666666666667,-0.25883421795055706
UAE,ARE,AED,10.0,3.67285,44313.57,162741.57,2008-06-01,3.21,3.115264797507788,-0.15181268020534786
Argentina,ARG,ARS,11.0,3.0195,5976.08,18370.36,2008-06-01,3.21,3.426791277258567,0.13488699362760956
Australia,AUS,AUD,3.45,1.026,37948.95,50373.56,2008-06-01,3.21,1.074766355140187,0.047530560565484305
Brazil,BRA,BRL,7.5,1.5846,6066.96,13197.61,2008-06-01,3.21,2.336448598130841,0.47447216845313717
Canada,CAN,CAD,4.09,1.00355,40558.9,46007.77,2008-06-01,3.21,1.2741433021806854,0.26963609404681926
Switzerland,CHE,CHF,6.5,1.02215,59217.08,74248.93,2008-06-01,3.21,2.0249221183800623,0.9810420372548672
Chile,CHL,CLP,1550.0,494.65,9410.39,4990095.54,2008-06-01,3.21,482.8660436137072,-0.0238228169135607
China,CHN,CNY,12.5,6.834,2095.24,16706.04,2008-06-01,3.21,3.8940809968847354,-0.4301900794725292
Colombia,COL,COP,7000.0,1798.65,3836.67,9049154.85,2008-06-01,3.21,2180.685358255452,0.21240116657240246
Costa Rica,CRI,CRC,1800.0,551.02,5309.27,2714244.85,2008-06-01,3.21,560.7476635514018,0.017653921003596713
Czech Republic,CZE,CZK,66.08,14.49795,15284.67,345366.5,2008-06-01,3.21,20.585669781931465,0.4199021090520705
Denmark,DNK,DKK,28.0,4.7044,52121.25,309953.52,2008-06-01,3.21,8.722741433021808,0.8541666170014898
Egypt,EGY,EGP,13.0,5.3125,1563.74,8995.8,2008-06-01,3.21,4.049844236760125,-0.23767637896280008
Euro area,EUZ,EUR,3.36856,0.630497147,35198.4803308647,28031.7110705011,2008-06-01,3.21,1.0493956386292835,0.6643939526490569
Britain,GBR,GBP,2.29,0.501039657,44613.88,24213.54,2008-06-01,3.21,0.7133956386292835,0.42383068617916503
Hong Kong,HKG,HKD,13.3,7.7974,28028.16,217741.41,2008-06-01,3.21,4.1433021806853585,-0.4686302894958116
Hungary,HUN,HUF,670.0,144.2578,11483.14,2415938.08,2008-06-01,3.21,208.7227414330218,0.4468731772772204
Indonesia,IDN,IDR,18700.0,9152.0,1764.79,16173465.63,2008-06-01,3.21,5825.545171339564,-0.3634675293553798
Japan,JPN,JPY,280.0,106.855,36021.9,4189322.19,2008-06-01,3.21,87.22741433021807,-0.18368429806543388
South Korea,KOR,KRW,3200.0,1018.05,21730.95,20760465.71,2008-06-01,3.21,996.8847352024923,-0.020790005203583015
Sri Lanka,LKA,LKR,210.0,107.55,1698.16,176506.34,2008-06-01,3.21,65.42056074766356,-0.39171956534018076
Mexico,MEX,MXN,32.0,10.1685,9521.36,103775.61,2008-06-01,3.21,9.968847352024921,-0.019634424740628258
Malaysia,MYS,MYR,5.5,3.238,6351.13,23297.24,2008-06-01,3.21,1.7133956386292835,-0.47084754829237696
Norway,NOR,NOK,40.0,5.07915,74255.8,476227.19,2008-06-01,3.21,12.461059190031152,1.453374913131361
New Zealand,NZL,NZD,4.9,1.3177,26220.07,40369.63,2008-06-01,3.21,1.5264797507788164,0.15844255200638707
Pakistan,PAK,PKR,140.0,70.9,1007.35,60296.66,2008-06-01,3.21,43.613707165109034,-0.3848560343426089
Peru,PER,PEN,9.5,2.84,3106.72,10170.49,2008-06-01,3.21,2.959501557632399,0.042078013250844724
Philippines,PHL,PHP,87.0,44.485,1470.83,75474.33,2008-06-01,3.21,27.102803738317757,-0.39074286302533984
Poland,POL,PLN,7.0,2.03145,9031.8,28027.1,2008-06-01,3.21,2.180685358255452,0.0734624816044953
Russia,RUS,RUB,59.0,23.2336,7426.01,201875.64,2008-06-01,3.21,18.38006230529595,-0.20890166374147995
Saudi Arabia,SAU,SAR,10.0,3.74955,17827.38,66852.69,2008-06-01,3.21,3.115264797507788,-0.16916302022701712
Singapore,SGP,SGD,3.95,1.35275,33768.45,53655.81,2008-06-01,3.21,1.2305295950155763,-0.09034958786503312
Sweden,SWE,SEK,38.0,5.96085,46425.84,342541.42,2008-06-01,3.21,11.838006230529595,0.9859594236609872
Thailand,THA,THB,62.0,33.36,3369.55,127645.04,2008-06-01,3.21,19.314641744548286,-0.42102392852073484
Turkey,TUR,TRY,5.15,1.19275,7961.08,11411.98,2008-06-01,3.21,1.604361370716511,0.34509442105764915
Taiwan,TWN,TWD,75.0,30.3625,16892.88,549584.6,2008-06-01,3.21,23.364485981308412,-0.23048214141429685
Ukraine,UKR,UAH,11.0,4.6,2319.29,11712.39,2008-06-01,3.21,3.426791277258567,-0.25504537450900716
Uruguay,URY,UYU,61.0,19.15,6377.45,153133.76,2008-06-01,3.21,19.003115264797508,-0.007670221159399003
United States,USA,USD,3.21,1.0,46216.85,46216.85,2008-06-01,3.21,1.0,0.0
South Africa,ZAF,ZAR,16.95,7.56325,6276.17,42471.91,2008-06-01,3.21,5.280373831775701,-0.30183798872499246
UAE,ARE,AED,10.0,3.673,41466.92,152287.26,2009-07-01,3.43,2.9154518950437316,-0.2062477824547423
Argentina,ARG,ARS,11.5,3.81125,7315.73,22791.23,2009-07-01,3.43,3.3527696793002915,-0.12029657479821801
Australia,AUS,AUD,4.34,1.2869,45180.94,53879.16,2009-07-01,3.43,1.2653061224489794,-0.016779763424524433
Brazil,BRA,BRL,8.03,1.9971,7572.61,14744.31,2009-07-01,3.43,2.341107871720116,0.1722537037304672
Canada,CAN,CAD,3.89,1.16085,44716.99,48028.08,2009-07-01,3.43,1.1341107871720117,-0.02303416705688779
Switzerland,CHE,CHF,6.5,1.08605,65370.16,78468.11,2009-07-01,3.43,1.8950437317784257,0.7448954760631884
Chile,CHL,CLP,1750.0,548.55,10447.12,5458278.53,2009-07-01,3.43,510.204081632653,-0.06990414432111375
China,CHN,CNY,12.5,6.8327,2691.05,20472.37,2009-07-01,3.43,3.6443148688046647,-0.4666361952369247
Colombia,COL,COP,7000.0,2095.6,4834.42,10045001.45,2009-07-01,3.43,2040.816326530612,-0.02614223776932041
Costa Rica,CRI,CRC,2000.0,582.57,6194.05,3199955.05,2009-07-01,3.43,583.0903790087464,0.0008932471784443372
Czech Republic,CZE,CZK,67.92,18.66155,18527.74,376384.37,2009-07-01,3.43,19.801749271137027,0.061098851442513
Denmark,DNK,DKK,29.5,5.3375,58641.19,319225.11,2009-07-01,3.43,8.600583090379008,0.6113504618977063
Egypt,EGY,EGP,13.0,5.58475,1862.16,10640.48,2009-07-01,3.43,3.7900874635568513,-0.3213505593702759
Euro area,EUZ,EUR,3.31,0.716897269,40251.5579652368,29366.9877212566,2009-07-01,3.43,0.9650145772594751,0.3460988331083672
Britain,GBR,GBP,2.29,0.620886626,50457.55,25209.02,2009-07-01,3.43,0.6676384839650146,0.07529854245083156
Hong Kong,HKG,HKD,13.3,7.7505,30494.55,237915.95,2009-07-01,3.43,3.877551020408163,-0.4997031132948631
Hungary,HUN,HUF,720.0,199.1577,13926.75,2557311.54,2009-07-01,3.43,209.91253644314867,0.05400160999624248
Indonesia,IDN,IDR,20900.0,10200.0,2064.23,18867051.35,2009-07-01,3.43,6093.294460641399,-0.40261819013319616
Israel,ISR,ILS,15.0,3.97425,25647.7,105362.87,2009-07-01,3.43,4.373177842565598,0.10037814494951193
Japan,JPN,JPY,320.0,92.565,35847.23,4221138.11,2009-07-01,3.43,93.29446064139941,0.007880523323063935
South Korea,KOR,KRW,3400.0,1314.5,24083.34,22382472.73,2009-07-01,3.43,991.2536443148688,-0.24590822037666887
Sri Lanka,LKA,LKR,210.0,114.86,1928.71,213364.89,2009-07-01,3.43,61.224489795918366,-0.4669642190848131
Mexico,MEX,MXN,33.0,13.8104,10137.08,110779.99,2009-07-01,3.43,9.620991253644315,-0.3033517310400629
Malaysia,MYS,MYR,6.77,3.602,7480.89,25716.24,2009-07-01,3.43,1.9737609329446062,-0.4520374977943903
Norway,NOR,NOK,40.0,6.50925,85276.99,499865.3,2009-07-01,3.43,11.661807580174926,0.7915746945001232
New Zealand,NZL,NZD,4.9,1.59235,31914.99,43355.5,2009-07-01,3.43,1.4285714285714286,-0.10285337484131714
Pakistan,PAK,PKR,190.0,82.6,1125.63,68251.32,2009-07-01,3.43,55.393586005830905,-0.32937547208437157
Peru,PER,PEN,8.056,3.0274,3587.8,11224.43,2009-07-01,3.43,2.34868804664723,-0.22418971835659968
Philippines,PHL,PHP,99.39,48.385,1764.68,81437.3,2009-07-01,3.43,28.97667638483965,-0.40112273669857085
Poland,POL,PLN,7.6,3.15525,11252.86,31147.36,2009-07-01,3.43,2.215743440233236,-0.2977597844122539
Russia,RUS,RUB,67.0,32.7959,9761.37,249552.78,2009-07-01,3.43,19.533527696793,-0.40439116789620044
Saudi Arabia,SAU,SAR,11.0,3.7504,19196.07,71985.26,2009-07-01,3.43,3.206997084548105,-0.1448919889750147
Singapore,SGP,SGD,4.22,1.4645,39432.9,59429.38,2009-07-01,3.43,1.2303206997084546,-0.15990392645376944
Sweden,SWE,SEK,39.0,7.90915,53496.53,361570.77,2009-07-01,3.43,11.370262390670554,0.43760864197423915
Thailand,THA,THB,64.49,34.165,3973.02,137141.4,2009-07-01,3.43,18.801749271137023,-0.4496780544083997
Turkey,TUR,TRY,5.65,1.55005,9640.57,12576.35,2009-07-01,3.43,1.6472303206997085,0.06269495867856431
Taiwan,TWN,TWD,75.0,33.1755,17723.7,582093.71,2009-07-01,3.43,21.865889212827987,-0.34090249693816255
Ukraine,UKR,UAH,14.0,7.66,3101.39,15662.01,2009-07-01,3.43,4.081632653061225,-0.4671497841956626
Uruguay,URY,UYU,61.0,23.17,7622.82,178473.82,2009-07-01,3.43,17.784256559766764,-0.23244468883181862
United States,USA,USD,3.43,1.0,47943.35,47943.35,2009-07-01,3.43,1.0,0.0
South Africa,ZAF,ZAR,17.95,8.2805,6776.47,47804.01,2009-07-01,3.43,5.233236151603498,-0.36800481231767423
UAE,ARE,AED,11.0,3.673,39073.38,143496.99,2010-01-01,3.43,3.206997084548105,-0.1268725607002165
Argentina,ARG,ARS,7.0,3.7985,9146.79,28925.11,2010-01-01,3.43,2.0408163265306123,-0.4627309920940866
Australia,AUS,AUD,4.35,1.09355,49194.24,57519.3,2010-01-01,3.43,1.268221574344023,0.1597289326907988
Brazil,BRA,BRL,8.2,1.7233,9096.94,16681.67,2010-01-01,3.43,2.39067055393586,0.3872631311645447
Canada,CAN,CAD,4.12,1.0368,46773.84,49911.75,2010-01-01,3.43,1.2011661807580174,0.15853219594716192
Switzerland,CHE,CHF,6.5,1.03115,74665.58,80869.54,2010-01-01,3.43,1.8950437317784257,0.8377963747063236
Chile,CHL,CLP,1600.0,503.1,10759.74,5621541.8,2010-01-01,3.43,466.4723032069971,-0.07280400873186829
China,CHN,CNY,12.5,6.8272,3446.7,23950.51,2010-01-01,3.43,3.6443148688046647,-0.4662065167558202
Colombia,COL,COP,8200.0,2095.6,5622.11,11048217.47,2010-01-01,3.43,2390.67055393586,0.14080480718451044
Costa Rica,CRI,CRC,2050.0,582.57,6993.9,3680436.75,2010-01-01,3.43,597.667638483965,0.025915578357905387
